,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,title_short,year,bad_good
6731,France,"With its fine tannic structure, plum juice sweetness and beautifully ripe fruits, this is a wine that combines structure with a rich velvet coat. The acidity gives a fine lift, bringing out strawberries and a final piercing freshness.",Les Amoureuses Premier Cru,94,280.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Joseph Drouhin 2012 Les Amoureuses Premier Cru  (Chambolle-Musigny),Pinot Noir,Joseph Drouhin, 2012 Les Amoureuses Premier Cru  (Chambolle-Musigny),2012,Good
6743,France,"This has the great aromatic complexity you expect from Rugiens. Generous and full textured, this is a full-bodied, rounded wine. Sweet red fruits, touched by spice, are well balanced with a streak of acidity. Wait for four years, at least.",Les Rugiens Premier Cru,94,80.0,Burgundy,Pommard,,Roger Voss,@vossroger,Domaine de Courcel 2011 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Domaine de Courcel, 2011 Les Rugiens Premier Cru  (Pommard),2011,Good
7020,France,"This ripe, sweet-fruited wine is soft and quite mature. Red fruits have developed into a smooth and round texture with a delicate mushroom character. Drink now.",Jubiléé,89,54.0,Alsace,Alsace,,Roger Voss,@vossroger,Hugel 2013 Jubiléé Pinot Noir (Alsace),Pinot Noir,Hugel, 2013 Jubiléé Pinot Noir (Alsace),2013,Mid
7200,France,"This is a fine wine with its balanced red-cherry and berry flavors and finely textured tannins. The wine is light, poised and very stylish with its fruit and acidity just right. The wine will age another few months, so drink from 2022.",Origine,90,35.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Matthias et Emile Roblin 2019 Origine  (Sancerre),Pinot Noir,Domaine Matthias et Emile Roblin, 2019 Origine  (Sancerre),2019,Mid
7237,France,"From Tramier's own vineyards, this is a soft, fleshy wine with a light touch. The tannins are already gentle and the red berry fruits are highlighted by crisp acidity. For short-term aging only.",Château Mi-Pont,87,35.0,Burgundy,Mercurey,,Roger Voss,@vossroger,L. Tramier & Fils 2014 Château Mi-Pont  (Mercurey),Pinot Noir,L. Tramier & Fils, 2014 Château Mi-Pont  (Mercurey),2014,Mid
7250,France,"Fragrant and perfumed, this has a smoky character and crisp fruit, while remaining attractively ripe. The tannins are soft, and the acidity on the finish is fruity.",Les Dames Huguettes,87,20.0,Burgundy,Hautes Côtes de Nuits,,Roger Voss,@vossroger,Nuiton-Beaunoy 2014 Les Dames Huguettes  (Hautes Côtes de Nuits),Pinot Noir,Nuiton-Beaunoy, 2014 Les Dames Huguettes  (Hautes Côtes de Nuits),2014,Mid
7522,France,"This young wine is fruity and fresh, perfumed with spice and lemon blossom. The tight texture will soften as the wine ages to bring out the warmth and richness of the vintage. Keep this long-term wine and drink from 2022.",Premier Cru Blanc de Noirs Bisseuil Brut,92,65.0,Champagne,Champagne,,Roger Voss,@vossroger,A.R. Lenoble  2013 Premier Cru Blanc de Noirs Bisseuil Brut Pinot Noir (Champagne),Pinot Noir,A.R. Lenoble , 2013 Premier Cru Blanc de Noirs Bisseuil Brut Pinot Noir (Champagne),2013,Good
7682,France,"In this powerful, full-bodied wine, soft fruit accompanies the firm tannins. The wine is already well integrated, showing dense red fruits as well as structure. A touch of wood will soften soon. Drink from 2020.",Morgeot Premier Cru,90,60.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Louis Latour 2015 Morgeot Premier Cru  (Chassagne-Montrachet),Pinot Noir,Louis Latour, 2015 Morgeot Premier Cru  (Chassagne-Montrachet),2015,Mid
7888,France,"Soft and gently fruity, it's fairly basic but does provide a Pinot Noir character. The wine has red cherries, light acidity and a jammy aftertaste. Drink now.",,84,20.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Louis Chavy 2016  Bourgogne,Pinot Noir,Louis Chavy, 2016  Bourgogne,2016,Bad
8098,France,The wine comes from what many consider to be the Grand Cru of Nuits Saint-Georges. It is firm and structured with solid tannins over black-cherry fruits. There is a tight streak of acidity that cuts through the wine giving a crisp center to the fine fruit. Drink this wine from 2023.,Les Saint-Georges Premier Cru,93,90.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine Chevillon-Chezeaux 2018 Les Saint-Georges Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Chevillon-Chezeaux, 2018 Les Saint-Georges Premier Cru  (Nuits-St-Georges),2018,Good
8120,France,"This Premier Cru is situated in the southern half of Savigny, close to Beaune proper. Here it has produced a ripe generous wine full of spicy smoky red fruits and balanced acidity. The wine is still showing its baby fruit and needs time. Drink from 2023.",Les Hauts Jarrons Premier Cru,93,70.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Domaine de Bellene 2018 Les Hauts Jarrons Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Domaine de Bellene, 2018 Les Hauts Jarrons Premier Cru  (Savigny-lès-Beaune),2018,Good
8121,France,"This is a rounded full-bodied wine that has red-fruit fleshiness as well as fine tannins for the future. It comes from 70-year-old vines on the southeast facing slopes that make up Volnay's Premier Cru vineyards. Rich in black fruits and dark smoky tannins, the wine also has intense young acidity. Drink this impressive wine from 2024.",Champans Premier Cru,93,106.0,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Henri Delagrange 2018 Champans Premier Cru  (Volnay),Pinot Noir,Domaine Henri Delagrange, 2018 Champans Premier Cru  (Volnay),2018,Good
8274,France,"Finely perfumed, with berry fruits that freshen the more severe tannins. The wine has concentrated structure, smokiness as well as fresh acidity. The finish is dry and firm.",,88,45.0,Burgundy,Pommard,,Roger Voss,@vossroger,Joseph Drouhin 2012  Pommard,Pinot Noir,Joseph Drouhin, 2012  Pommard,2012,Mid
8380,France,"Always an impressive vineyard, it has produced a dense wine in this vintage. It's full of both intense, perfumed red fruits and smoky, dusty tannins that give an elegant structure. Drink from 2024.",Les Vergelesses Premier Cru,92,68.0,Burgundy,Pernand-Vergelesses,,Roger Voss,@vossroger,Chanson Père et Fils 2017 Les Vergelesses Premier Cru  (Pernand-Vergelesses),Pinot Noir,Chanson Père et Fils, 2017 Les Vergelesses Premier Cru  (Pernand-Vergelesses),2017,Good
8387,France,"Ripe and sweet, this wine is full of generous red plums and berries. It is immediately attractive with its spice, structure and tannins playing a supporting role to the almost jammy fruit. Acidity at the end adds some attractive freshness to this ripe wine. Drink from 2024",La Montagne,92,50.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Domaine Huguenot 2018 La Montagne  (Marsannay),Pinot Noir,Domaine Huguenot, 2018 La Montagne  (Marsannay),2018,Good
8420,France,"This fruity wine has soft and tannins and a jammy backdrop. It is ripe and full in the mouth with strawberry and red plum jelly flavors. Drink now. This is one of the first vintages since Labouré-Roi, which was hit by scandal in 2016, passed into new ownership.",,85,16.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Labouré-Roi 2018  Bourgogne,Pinot Noir,Labouré-Roi, 2018  Bourgogne,2018,Bad
8787,France,"For the vintage, this is a surprisingly soft wine. It's already juicy, full of fresh strawberries and soft tannins. That makes for a delicious wine, rounded with a touch of wood. It's not likely to age much beyond 2021,  but is certainly attractive now.",Les Vaucrains Premier Cru,89,148.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2014 Les Vaucrains Premier Cru  (Nuits-St.-Georges),Pinot Noir,Jean-Luc and Paul Aegerter, 2014 Les Vaucrains Premier Cru  (Nuits-St-Georges),2014,Mid
8796,France,"A perfumed wine, it's rich and full of ripe berry flavors. Solid tannins are integrating well into the fruitiness. It feels dense and with good potential. Drink from 2022.",La Mazière,89,35.0,Burgundy,Fixin,,Roger Voss,@vossroger,Bouchard Aîné & Fils 2015 La Mazière  (Fixin),Pinot Noir,Bouchard Aîné & Fils, 2015 La Mazière  (Fixin),2015,Mid
8798,France,"A dark-hued wine, it's richly fruity with spice and wood flavors. It is ripe, full in the mouth, offering solid tannins as well as attractive acidity. It's suited for medium-term aging, so drink from 2020.",,89,24.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Chanson Père et Fils 2015  Marsannay,Pinot Noir,Chanson Père et Fils, 2015  Marsannay,2015,Mid
8888,France,"An impressively powerful wine, with packed acidity, sweet fruits and ripe tannins. The wine has great density, a dusty texture, the fruit powering through while preserving the relative austerity of the vintage.",Corton le Rognet,93,120.0,Burgundy,Corton,,Roger Voss,@vossroger,Camille Giroud 2012 Corton le Rognet  (Corton),Pinot Noir,Camille Giroud, 2012 Corton le Rognet  (Corton),2012,Good
8891,France,"A wine with great weight, density and structure from a well-positioned parcel of vines. The juicy plum flavors affirm the potential for opulence as the wine ages.",Clos Vougeot,93,250.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Domaine Bertagna 2013 Clos Vougeot  (Clos de Vougeot),Pinot Noir,Domaine Bertagna, 2013 Clos Vougeot  (Clos de Vougeot),2013,Good
8892,France,"Firmly tannic wine, with balancing ripe fruit well under the structured layers. The weight of the wine comes from the rich and generous black plum fruit and acidity. A wine for long-term aging.",Clos de la Bousse d'Or,93,146.0,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine de la Pousse d'Or 2013 Clos de la Bousse d'Or  (Volnay),Pinot Noir,Domaine de la Pousse d'Or, 2013 Clos de la Bousse d'Or  (Volnay),2013,Good
8893,France,"All the proper structure of young Gevrey-Chambertin with the addition of rich, generous fruit. The core is of wood and dry fruit tannins, the fruit of rich black plum juice. At this stage, the wine is firm. Give it 5–6 years to open up.",Les Combottes,93,224.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Domaine Dujac 2013 Les Combottes  (Gevrey-Chambertin),Pinot Noir,Domaine Dujac, 2013 Les Combottes  (Gevrey-Chambertin),2013,Good
8894,France,"Rich, opulent and spicy, with a great balance between wood and fruit. The generous black plum and black currant fruit is delicious, balanced by taut acidity. Keep for 3-4 years.",Champans,93,138.0,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Jacques Prieur 2013 Champans  (Volnay),Pinot Noir,Domaine Jacques Prieur, 2013 Champans  (Volnay),2013,Good
8897,France,"Firmly structured wine, which also boasts delicious jammy fruit, very ripe, very opulent. The tannins are sweet and rich, suggesting aging potential over 7–8 years and more. An impressive wine.",Charmes Chambertin,93,359.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Louis Latour 2013 Charmes Chambertin  (Charmes-Chambertin),Pinot Noir,Louis Latour, 2013 Charmes Chambertin  (Charmes-Chambertin),2013,Good
8908,France,"A wine that is very mineral, very structured in its tannins, the black fruits flavors a straight line cut through with acidity.",Latricières Chambertin,93,185.0,Burgundy,Latricières-Chambertin,,Roger Voss,@vossroger,Camille Giroud 2012 Latricières Chambertin  (Latricières-Chambertin),Pinot Noir,Camille Giroud, 2012 Latricières Chambertin  (Latricières-Chambertin),2012,Good
9501,France,"A chunky wine, packed with tannins that fill out the dark plum and black cherry fruits. It's solid, if on the dry side, with fine acidity.",,87,60.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Chanson Père et Fils 2012  Nuits-St.-Georges,Pinot Noir,Chanson Père et Fils, 2012  Nuits-St-Georges,2012,Mid
9584,France,"The Côte Chalonnaise gives a fruity while structured style of red Burgundy. It's juicy, with red cherries and berries giving a bright character behind the still-present tannic structure. It's ready to drink, although it will be better in 2019.",Bourgogne,85,18.0,Burgundy,Côte Chalonnaise,,Roger Voss,@vossroger,Vignerons de Buxy 2016 Bourgogne  (Côte Chalonnaise),Pinot Noir,Vignerons de Buxy, 2016 Bourgogne  (Côte Chalonnaise),2016,Bad
9773,France,"Wines from Morey-Saint-Denis should be opulent in 2009, and this wine has opulence in spades. It fills the mouth with rich red plums, red cherries and some cranberry juice to give an edge of dryness. Maybe complexity is edged out by all this juicy fruit, but the tannins do firm up the wine, which should certainly age 10 years or more.",,92,93.0,Burgundy,Clos de la Roche,,Roger Voss,@vossroger,Bouchard Aîné & Fils 2009  Clos de la Roche,Pinot Noir,Bouchard Aîné & Fils, 2009  Clos de la Roche,2009,Good
9774,France,"Big, burly Pinot Noir, dominated by black cherries, rich fruit and firm tannins. This is wine that shows richness, with a smoky, chewy structure and great spice and aromatic perfumes. The juiciness comes through on the finish, but never leaves the structure behind.",,92,55.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Bouchard Père & Fils 2009  Gevrey-Chambertin,Pinot Noir,Bouchard Père & Fils, 2009  Gevrey-Chambertin,2009,Good
9781,France,"For a Savigny, this is surprisingly firm and tannic, the wine's structure an impressive edifice of dry tannins and firm cranberry and plum skin flavors. It is certainly ripe, the fruit promising attractive richness in 3–5 years, followed by good aging potential.",Les Lavières Premier Cru,92,43.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Bouchard Père & Fils 2009 Les Lavières Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Bouchard Père & Fils, 2009 Les Lavières Premier Cru  (Savigny-lès-Beaune),2009,Good
9782,France,"Intensely perfumed, this wine shows both strength and great elegance. The raspberry flavors float over a light structure of some dry tannins. The acidity is there, but it is the generosity of the fruit that is most obvious, going right through the wine to the sweet, jammy finish.",Les Cras Premier Cru,92,94.0,Burgundy,Vougeot,,Roger Voss,@vossroger,Domaine de la Vougeraie 2009 Les Cras Premier Cru  (Vougeot),Pinot Noir,Domaine de la Vougeraie, 2009 Les Cras Premier Cru  (Vougeot),2009,Good
9849,France,"Pure Pinot Noir from the south of Beaujolais, this is soft, fruity and with attractive acidity. Red fruits and a crisp acidity give this wine its bright character. Ready to drink now.",Les Pierres Dorées,86,25.0,Burgundy,Coteaux Bourguignons,,Roger Voss,@vossroger,Louis Latour 2019 Les Pierres Dorées  (Coteaux Bourguignons),Pinot Noir,Louis Latour, 2019 Les Pierres Dorées  (Coteaux Bourguignons),2019,Bad
9939,France,A gentle wine with open and generous soft berry fruits showing through dusty tannins and lively acidity. This is likely to develop relatively fast into a delicious wine.,La Dominode Premier Cru,90,37.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Louis Jadot 2009 La Dominode Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Louis Jadot, 2009 La Dominode Premier Cru  (Savigny-lès-Beaune),2009,Mid
9999,France,"As befits a single vineyard Gevrey Chambertin, this is a structured wine, firmly rooted in tannins. Hidden beneath are black plum and cherry flavors that are raring to go—rich and sumptuous. It's a wine for aging, so drink from 2020.",Les Evocelles,91,52.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Henri de Villamont 2014 Les Evocelles  (Gevrey-Chambertin),Pinot Noir,Henri de Villamont, 2014 Les Evocelles  (Gevrey-Chambertin),2014,Good
